EducationOrganizationId	StateOrganizationId	NameOfInstitution	ShortNameOfInstitution	OperationalStatusTypeId	CreateDate	LastModifiedDate	Id	PeopleSoft	School
4062	350215	Manassah E. Bradley Elementary School	Bradley Elementary	1	2019-01-17 18:50:54	2019-03-01 11:40:39	36073AEA-F73B-403C-84C8-668BFF8D7210	101229	4062
4061	350062	Curtis Guild Elementary School	Guild Elementary	1	2019-01-17 18:50:54	2019-03-01 11:40:39	5E4A8977-DFBB-42F3-B48B-64CC61221217	101290	4061
4055	350376	"Martin Luther King, Jr. K-8 School"	King K-8 School	1	2019-01-17 18:50:55	2019-03-01 11:40:38	8B5D81E4-AE43-42AD-BD55-C795BB924DA1	101534	4055
4054	350005	East Zone Early Learning Center	East Zone ELC	7	2019-01-17 18:50:54	2019-03-01 11:40:38	AE1B0947-6A24-432E-B0BD-80E48F6C3CEC	101260	4054
4053	350691	Rafael Hernandez K-8 School	Hernandez K-8	1	2019-01-17 18:50:55	2019-03-01 11:40:38	29770518-9C8E-410A-81CD-F15F78A9E6F0	101301	4053
4052	350180	John Winthrop Elementary School	Winthrop Elementary	1	2019-01-17 18:50:54	2019-03-01 11:40:38	98B02DDC-64C5-40CF-845F-0B2B43C2738A	101438	4052
4051	N/A	Quincy E. Dickerman Elementary School	Dickerman Elementary	7	2019-01-17 18:50:54	2019-03-01 11:40:38	0690BED0-997A-4ACF-8191-9F1CE137A891	101259	4051
4033	350190	Joyce Kilmer K-8 School (Grades 4-8)	Kilmer K-8 School (4-8)	1	2019-01-17 18:50:54	2019-03-01 11:40:38	F2451A91-C51F-4DB6-8ECF-AE4EE010AE6A	101326	4033
4031	350190	Joyce Kilmer K-8 School (Grades k-3)	Kilmer K-8 School (K-3)	1	2019-01-17 18:50:54	2019-03-01 11:40:37	2778D22D-44BC-48DF-A38F-A29628BEEFE8	101326	4031
4030	350021	Ludwig van Beethoven School	Beethoven Elementary	1	2019-01-17 18:50:53	2019-03-01 11:40:37	1CC3FCFA-D022-4B70-9C5C-4AD34F970502	101219	4030
4022	350231	Michael J. Perkins Elementary School	Perkins Elementary	1	2019-01-17 18:50:53	2019-03-01 11:40:37	ED4B7B42-16AD-48ED-AA77-14D81160064F	101390	4022
4010	350007	Louis Agassiz Elementary School	Agassiz Elementary	7	2019-01-17 18:50:53	2019-03-01 11:40:37	E12C5C7C-0566-4223-BD3E-E995E1F565AD	101205	4010
2980	N/A	Phillis Wheatley Middle School	Wheatley Middle	7	2019-01-17 18:50:53	2019-03-01 11:40:36	15649BBB-93B7-4175-B4C6-47AA5B3989B4	101546	2980
2950	350470	William Barton Rogers Middle School	Rogers Middle School	7	2019-01-17 18:50:53	2019-03-01 11:40:36	890EF842-5087-4795-8DC0-DF10AC8C9BE4	101555	2950
2450	4800405	UP Academy Charter School of Boston	UP Academy Boston	1	2019-01-17 18:50:53	2019-03-01 11:40:36	6503AEF4-D7A5-4287-A96A-90395D2A62EE	101526	2450
2440	350426	Dr. William W. Henderson Inclusion Upper School	Henderson K-12 Inclusion School grades 4-8	7	2019-01-17 18:50:53	2019-03-01 11:40:36	7BF0E8B6-A667-4F31-98E3-964A824F2DE9	101527	2440
2360	350383	Lilla G. Frederick Pilot Middle School	Frederick Pilot Middle School	1	2019-01-17 18:50:52	2019-03-01 11:40:36	D1B47AF4-6E8E-431D-ABFB-5276C00B9B6E	101511	2360
2350	N/A	Mildred Avenue Middle School	Mildred Avenue Middle	7	2019-01-17 18:50:52	2019-03-01 11:40:36	CD9E81F1-DE37-4265-BC0B-8E3150CD79DB	101548	2350
2260	350074	Henry Dearborn Middle School	Dearborn Middle	7	2019-01-17 18:50:52	2019-03-01 11:40:35	38E4C56C-94E7-4A7F-A88B-832869A74D29	101516	2260
2200	N/A	Frank V. Thompson Middle School	Thompson Middle	7	2019-01-17 18:50:52	2019-03-01 11:40:35	5BDF6D2C-C89D-41DB-BD8B-0E14017443DC	101567	2200
2190	350179	John W. McCormack Middle School	McCormack Middle School	1	2019-01-17 18:50:52	2019-03-01 11:40:35	BDF56DC4-66C0-4C69-AE39-BF54996702BB	101549	2190
2180	N/A	Woodrow Wilson Middle School	Wilson Middle	7	2019-01-17 18:50:52	2019-03-01 11:40:34	FE14BB26-75A4-4A92-9012-6B9F7C844919	101573	2180
2170	N/A	William Howard Taft Middle School	Taft Middle	7	2019-01-17 18:50:52	2019-03-01 11:40:34	6CE7A927-5B71-49A6-9B14-B42203328AE9	101564	2170
2140	350445	Washington Irving Middle School	Irving Middle School	1	2019-01-17 18:50:52	2019-03-01 11:40:34	FC976912-BAF6-4B6E-A892-2223A247E8AF	101531	2140
2130	N/A	Thomas A. Edison Middle School	Edison Middle	7	2019-01-17 18:50:51	2019-03-01 11:40:33	D0D7826E-A168-4A94-8897-D9956BFAA904	101519	2130
2120	N/A	Solomon Lewenberg Middle School	Lewenberg Middle	7	2019-01-17 18:50:51	2019-03-01 11:40:33	BEDCB42D-90C4-46E0-A5D0-F253FF514D25	101537	2120
2110	N/A	Robert Gould Shaw Middle School	R.G. Shaw Middle	7	2019-01-17 18:50:51	2019-03-01 11:40:33	FDA301D9-00E8-40FF-8DD9-068EB1CDAA62	101561	2110
2100	N/A	"Martin Luther King, Jr. Middle School"	King Middle	7	2019-01-17 18:50:51	2019-03-01 11:40:33	81C9E6BF-0DF0-489A-9676-C8B0BE1D74D1	101534	2100
2090	350435	Patrick F. Gavin Middle School	Gavin Middle	7	2019-01-17 18:50:51	2019-03-01 11:40:33	B9613BFB-C019-4C50-A6FC-5CA5EB284860	101525	2090
2070	N/A	Mary E. Curley Middle School	Curley M Middle	7	2019-01-17 18:50:51	2019-03-01 11:40:33	93B3EB0F-63E0-4C26-8436-0AF73AFBBF8C	101513	2070
2060	N/A	George A. Lewis Middle School	Lewis Middle	7	2019-01-17 18:50:51	2019-03-01 11:40:33	AE0AF62B-0BAD-4E56-9D13-672FE1433B49	101540	2060
2050	350405	Mario Umana Middle School Academy	Umana Middle	7	2019-01-17 18:50:51	2019-03-01 11:40:33	9D8ECB2B-C190-4AD7-8F33-D184A0639C7F	101504	2050
2040	350485	James P. Timilty Middle School	Timilty Middle School	1	2019-01-17 18:50:51	2019-03-01 11:40:33	E48466B4-CA9E-4D8E-AC04-53A04D4D5E11	101570	2040
2030	350415	Grover Cleveland Middle School	Cleveland Middle	7	2019-01-17 18:50:51	2019-03-01 11:40:32	A984D808-9AFB-42A2-8EC4-EE0E4A2E0B9C	101510	2030
2010	350430	Clarence R. Edwards Middle School	Edwards Middle School	1	2019-01-17 18:50:51	2019-03-01 11:40:32	A04CC5CC-A888-4C66-95B4-75C7DE9615A9	101522	2010
1991	350507	Newcomers Academy	Newcomers Academy	1	2019-01-17 18:50:51	2019-03-01 11:40:32	508132D3-20E6-4026-99CF-ABF06593527B	101190	1991
1990	350507	Boston International High School	Boston International	1	2019-01-17 18:50:51	2019-03-01 11:40:32	FB4E8817-C8A1-4C55-A1C3-969A974195E8	101649	1990
1490	N/A	Boston Day Academy	Boston Day Academy	7	2019-01-17 18:50:51	2019-03-01 11:40:32	A57AC1BE-EB32-46BA-ADE1-D9C341E28F43	101665	1490
1470	4110305	Boston Green Academy	Boston Green Academy	1	2019-01-17 18:50:51	2019-03-01 11:40:32	652FDF75-8B71-439A-8D09-59DF103010EF	101645	1470
1460	350657	TechBoston Academy (grades 6-12)	TechBoston Academy 6-12	1	2019-01-17 18:50:50	2019-03-01 11:40:32	449BA4BE-3D6C-427D-B783-6553B3FCBFD4	101674	1460
1459	350657	TechBoston Academy (grades 6-8)	TechBoston Academy 6-8	7	2019-01-17 18:50:50	2019-03-01 11:40:32	1DBE7706-864B-43C9-A6F1-26D2018C9CE6	101674	1459
1450	350565	Josiah Quincy Upper School	Quincy Upper School	1	2019-01-17 18:50:50	2019-03-01 11:40:32	BCEB4219-EB0E-4552-A040-51B51EDA8123	101551	1450
